"date","geography","geography code","Residence type: Total; measures: Value","Residence type: Lives in a household; measures: Value","Residence type: Lives in a communal establishment; measures: Value"
"2021","E00053531","E00053531",347,347,0
"2021","E00053538","E00053538",410,410,0
"2021","E00053519","E00053519",357,357,0
"2021","E00053524","E00053524",369,369,0
"2021","E00053530","E00053530",316,316,0
"2021","E00053532","E00053532",337,337,0
"2021","E00053526","E00053526",360,360,0
"2021","E00053528","E00053528",305,305,0
"2021","E00053539","E00053539",411,411,0
"2021","E00053540","E00053540",371,341,30
"2021","E00053508","E00053508",365,365,0
"2021","E00053529","E00053529",338,338,0
"2021","E00053533","E00053533",311,308,3
"2021","E00053534","E00053534",290,290,0
"2021","E00053541","E00053541",352,342,10
"2021","E00053843","E00053843",348,348,0
"2021","E00053847","E00053847",509,509,0
"2021","E00053868","E00053868",417,417,0
"2021","E00177870","E00177870",570,412,158
"2021","E00053841","E00053841",475,475,0
"2021","E00053845","E00053845",446,446,0
"2021","E00053856","E00053856",483,483,0
"2021","E00053857","E00053857",330,330,0
"2021","E00053853","E00053853",496,496,0
"2021","E00053854","E00053854",497,497,0
"2021","E00053861","E00053861",482,468,14
"2021","E00053863","E00053863",500,500,0
"2021","E00053844","E00053844",452,452,0
"2021","E00053846","E00053846",520,504,16
"2021","E00053851","E00053851",613,536,77
"2021","E00053875","E00053875",287,287,0
"2021","E00053878","E00053878",284,284,0
"2021","E00053869","E00053869",431,431,0
"2021","E00053870","E00053870",499,499,0
"2021","E00053871","E00053871",449,449,0
"2021","E00053876","E00053876",415,415,0
"2021","E00053879","E00053879",439,439,0
"2021","E00053848","E00053848",316,316,0
"2021","E00053850","E00053850",417,417,0
"2021","E00053852","E00053852",531,531,0
"2021","E00177837","E00177837",557,557,0
"2021","E00177840","E00177840",452,452,0
"2021","E00054511","E00054511",614,574,40
"2021","E00054513","E00054513",588,588,0
"2021","E00177800","E00177800",279,207,72
"2021","E00177820","E00177820",357,357,0
"2021","E00053858","E00053858",411,411,0
"2021","E00053873","E00053873",558,558,0
"2021","E00177775","E00177775",457,457,0
"2021","E00177852","E00177852",168,168,0
"2021","E00177797","E00177797",452,452,0
"2021","E00177842","E00177842",518,518,0
"2021","E00177844","E00177844",341,341,0
"2021","E00177853","E00177853",340,340,0
"2021","E00053458","E00053458",363,363,0
"2021","E00053486","E00053486",430,430,0
"2021","E00053487","E00053487",326,326,0
"2021","E00053489","E00053489",409,409,0
"2021","E00177846","E00177846",379,379,0
"2021","E00177847","E00177847",293,293,0
"2021","E00053485","E00053485",287,287,0
"2021","E00053488","E00053488",293,293,0
"2021","E00053490","E00053490",222,222,0
"2021","E00053491","E00053491",285,285,0
"2021","E00053493","E00053493",581,581,0
"2021","E00053495","E00053495",377,377,0
"2021","E00053500","E00053500",383,383,0
"2021","E00053501","E00053501",287,287,0
"2021","E00053502","E00053502",297,297,0
"2021","E00053503","E00053503",327,327,0
"2021","E00053494","E00053494",294,294,0
"2021","E00053496","E00053496",267,267,0
"2021","E00053497","E00053497",555,555,0
"2021","E00053498","E00053498",465,465,0
"2021","E00053499","E00053499",556,556,0
"2021","E00053523","E00053523",367,367,0
"2021","E00053527","E00053527",291,291,0
"2021","E00053535","E00053535",374,374,0
"2021","E00053536","E00053536",361,361,0
"2021","E00053537","E00053537",437,437,0
"2021","E00053743","E00053743",376,376,0
"2021","E00053765","E00053765",300,300,0
"2021","E00053770","E00053770",292,292,0
"2021","E00053771","E00053771",356,356,0
"2021","E00053774","E00053774",347,347,0
"2021","E00054598","E00054598",325,325,0
"2021","E00054599","E00054599",436,436,0
"2021","E00054602","E00054602",411,411,0
"2021","E00054603","E00054603",361,361,0
"2021","E00054576","E00054576",426,426,0
"2021","E00054577","E00054577",361,361,0
"2021","E00054608","E00054608",377,377,0
"2021","E00054609","E00054609",394,394,0
"2021","E00054496","E00054496",466,466,0
"2021","E00054499","E00054499",582,582,0
"2021","E00054506","E00054506",583,583,0
"2021","E00176134","E00176134",415,415,0
"2021","E00176185","E00176185",247,247,0
"2021","E00054488","E00054488",579,579,0
"2021","E00054497","E00054497",593,593,0
"2021","E00054498","E00054498",266,266,0
"2021","E00054501","E00054501",246,246,0
"2021","E00054504","E00054504",590,590,0
"2021","E00054514","E00054514",145,145,0
"2021","E00176119","E00176119",322,322,0
"2021","E00176120","E00176120",207,207,0
"2021","E00176121","E00176121",491,491,0
"2021","E00176122","E00176122",291,291,0
"2021","E00176123","E00176123",280,280,0
"2021","E00054482","E00054482",637,637,0
"2021","E00054489","E00054489",609,609,0
"2021","E00054505","E00054505",500,500,0
"2021","E00054507","E00054507",589,589,0
"2021","E00054508","E00054508",538,538,0
"2021","E00054509","E00054509",550,550,0
"2021","E00054510","E00054510",463,463,0
"2021","E00054512","E00054512",601,601,0
"2021","E00053859","E00053859",490,488,2
"2021","E00053862","E00053862",557,557,0
"2021","E00176150","E00176150",401,401,0
"2021","E00176209","E00176209",212,212,0
"2021","E00176210","E00176210",213,213,0
"2021","E00176211","E00176211",547,547,0
"2021","E00053837","E00053837",461,393,68
"2021","E00053838","E00053838",569,511,58
"2021","E00053867","E00053867",426,426,0
"2021","E00177801","E00177801",436,436,0
"2021","E00177833","E00177833",211,211,0
"2021","E00054574","E00054574",304,304,0
"2021","E00054611","E00054611",458,401,57
"2021","E00177760","E00177760",438,438,0
"2021","E00177865","E00177865",211,211,0
"2021","E00177866","E00177866",507,507,0
"2021","E00054645","E00054645",432,376,56
"2021","E00054646","E00054646",485,485,0
"2021","E00054647","E00054647",543,543,0
"2021","E00054652","E00054652",422,422,0
"2021","E00054648","E00054648",536,500,36
"2021","E00054649","E00054649",545,545,0
"2021","E00176159","E00176159",379,379,0
"2021","E00176207","E00176207",375,375,0
"2021","E00054569","E00054569",342,342,0
"2021","E00054570","E00054570",362,362,0
"2021","E00054579","E00054579",178,178,0
"2021","E00054604","E00054604",127,127,0
"2021","E00054606","E00054606",288,288,0
"2021","E00054607","E00054607",341,341,0
"2021","E00054578","E00054578",385,385,0
"2021","E00054580","E00054580",354,354,0
"2021","E00054581","E00054581",253,253,0
"2021","E00054585","E00054585",323,321,2
"2021","E00054594","E00054594",382,382,0
"2021","E00054583","E00054583",441,441,0
"2021","E00054587","E00054587",325,323,2
"2021","E00054590","E00054590",471,471,0
"2021","E00054595","E00054595",501,501,0
"2021","E00177827","E00177827",389,389,0
"2021","E00177860","E00177860",300,300,0
"2021","E00054575","E00054575",491,491,0
"2021","E00054589","E00054589",545,545,0
"2021","E00054592","E00054592",490,489,1
"2021","E00177761","E00177761",670,670,0
"2021","E00054588","E00054588",411,407,4
"2021","E00054612","E00054612",337,288,49
"2021","E00177819","E00177819",308,284,24
"2021","E00177825","E00177825",549,549,0
"2021","E00177832","E00177832",468,468,0
"2021","E00177845","E00177845",357,357,0
"2021","E00053839","E00053839",379,379,0
"2021","E00053874","E00053874",532,532,0
"2021","E00053877","E00053877",437,437,0
"2021","E00053834","E00053834",454,454,0
"2021","E00053836","E00053836",383,383,0
"2021","E00053842","E00053842",349,349,0
"2021","E00053864","E00053864",234,234,0
"2021","E00054438","E00054438",349,349,0
"2021","E00054439","E00054439",376,376,0
"2021","E00054451","E00054451",262,262,0
"2021","E00054454","E00054454",272,272,0
"2021","E00054457","E00054457",339,339,0
"2021","E00054442","E00054442",451,451,0
"2021","E00054458","E00054458",321,321,0
"2021","E00054461","E00054461",339,339,0
"2021","E00054462","E00054462",365,363,2
"2021","E00054463","E00054463",356,356,0
"2021","E00054441","E00054441",336,336,0
"2021","E00054452","E00054452",509,509,0
"2021","E00054453","E00054453",473,473,0
"2021","E00054459","E00054459",325,325,0
"2021","E00054460","E00054460",382,382,0
"2021","E00054440","E00054440",314,314,0
"2021","E00054443","E00054443",340,340,0
"2021","E00054456","E00054456",299,299,0
"2021","E00054464","E00054464",358,358,0
"2021","E00177778","E00177778",132,132,0
"2021","E00177794","E00177794",620,620,0
"2021","E00054492","E00054492",513,513,0
"2021","E00054493","E00054493",458,458,0
"2021","E00054494","E00054494",501,501,0
"2021","E00054495","E00054495",444,444,0
"2021","E00054483","E00054483",595,584,11
"2021","E00054485","E00054485",531,531,0
"2021","E00054516","E00054516",622,622,0
"2021","E00054519","E00054519",471,471,0
"2021","E00054484","E00054484",438,438,0
"2021","E00054522","E00054522",556,556,0
"2021","E00176133","E00176133",418,418,0
"2021","E00176136","E00176136",210,210,0
"2021","E00177779","E00177779",349,349,0
"2021","E00177803","E00177803",280,280,0
"2021","E00054486","E00054486",475,457,18
"2021","E00054491","E00054491",569,569,0
"2021","E00054517","E00054517",522,522,0
"2021","E00054521","E00054521",339,289,50
"2021","E00053617","E00053617",290,290,0
"2021","E00053618","E00053618",479,479,0
"2021","E00053622","E00053622",523,523,0
"2021","E00053624","E00053624",513,513,0
"2021","E00053604","E00053604",572,572,0
"2021","E00053605","E00053605",529,529,0
"2021","E00053621","E00053621",480,480,0
"2021","E00176145","E00176145",453,453,0
"2021","E00176188","E00176188",182,182,0
"2021","E00053603","E00053603",377,377,0
"2021","E00053607","E00053607",446,446,0
"2021","E00053608","E00053608",527,527,0
"2021","E00053613","E00053613",498,498,0
"2021","E00053606","E00053606",509,509,0
"2021","E00053610","E00053610",481,481,0
"2021","E00053612","E00053612",498,498,0
"2021","E00177798","E00177798",387,387,0
"2021","E00177829","E00177829",268,268,0
"2021","E00053609","E00053609",455,455,0
"2021","E00053611","E00053611",334,334,0
"2021","E00053614","E00053614",504,504,0
"2021","E00053616","E00053616",367,367,0
"2021","E00053642","E00053642",372,372,0
"2021","E00053679","E00053679",401,401,0
"2021","E00053680","E00053680",337,328,9
"2021","E00053681","E00053681",390,355,35
"2021","E00053682","E00053682",354,354,0
"2021","E00053663","E00053663",465,465,0
"2021","E00053664","E00053664",451,451,0
"2021","E00053665","E00053665",557,557,0
"2021","E00176098","E00176098",394,338,56
"2021","E00176118","E00176118",440,440,0
"2021","E00053666","E00053666",552,552,0
"2021","E00053667","E00053667",351,351,0
"2021","E00053671","E00053671",226,225,1
"2021","E00053673","E00053673",445,445,0
"2021","E00053674","E00053674",367,367,0
"2021","E00053641","E00053641",427,427,0
"2021","E00053668","E00053668",423,423,0
"2021","E00053675","E00053675",356,356,0
"2021","E00053677","E00053677",385,375,10
"2021","E00053670","E00053670",402,402,0
"2021","E00053672","E00053672",369,369,0
"2021","E00053676","E00053676",414,414,0
"2021","E00053678","E00053678",353,353,0
"2021","E00053786","E00053786",612,612,0
"2021","E00053802","E00053802",421,421,0
"2021","E00053803","E00053803",465,465,0
"2021","E00053804","E00053804",489,489,0
"2021","E00054490","E00054490",406,406,0
"2021","E00054523","E00054523",531,531,0
"2021","E00176102","E00176102",398,398,0
"2021","E00176103","E00176103",215,215,0
"2021","E00177869","E00177869",335,335,0
"2021","E00177871","E00177871",191,191,0
"2021","E00054618","E00054618",609,608,1
"2021","E00054620","E00054620",503,503,0
"2021","E00054621","E00054621",174,174,0
"2021","E00054624","E00054624",455,455,0
"2021","E00054653","E00054653",585,585,0
"2021","E00176143","E00176143",547,547,0
"2021","E00176168","E00176168",468,468,0
"2021","E00176195","E00176195",222,222,0
"2021","E00176208","E00176208",226,226,0
"2021","E00053623","E00053623",624,624,0
"2021","E00053629","E00053629",513,466,47
"2021","E00053632","E00053632",525,525,0
"2021","E00053633","E00053633",347,346,1
"2021","E00053625","E00053625",583,583,0
"2021","E00053626","E00053626",482,482,0
"2021","E00053630","E00053630",596,596,0
"2021","E00176192","E00176192",399,399,0
"2021","E00176193","E00176193",276,276,0
"2021","E00053634","E00053634",508,508,0
"2021","E00176161","E00176161",560,560,0
"2021","E00176173","E00176173",335,335,0
"2021","E00176199","E00176199",320,248,72
"2021","E00176200","E00176200",243,243,0
"2021","E00177791","E00177791",456,456,0
"2021","E00177822","E00177822",205,205,0
"2021","E00053627","E00053627",577,577,0
"2021","E00053637","E00053637",410,410,0
"2021","E00053638","E00053638",409,409,0
"2021","E00053639","E00053639",303,303,0
"2021","E00053602","E00053602",500,500,0
"2021","E00053631","E00053631",567,567,0
"2021","E00053635","E00053635",537,537,0
"2021","E00053640","E00053640",567,567,0
"2021","E00054448","E00054448",219,219,0
"2021","E00054467","E00054467",408,353,55
"2021","E00054470","E00054470",340,340,0
"2021","E00054476","E00054476",375,375,0
"2021","E00177773","E00177773",535,535,0
"2021","E00177824","E00177824",106,106,0
"2021","E00054446","E00054446",312,305,7
"2021","E00054447","E00054447",321,309,12
"2021","E00054475","E00054475",344,344,0
"2021","E00054477","E00054477",312,312,0
"2021","E00177841","E00177841",518,518,0
"2021","E00177861","E00177861",132,132,0
"2021","E00054449","E00054449",291,291,0
"2021","E00054468","E00054468",546,546,0
"2021","E00054472","E00054472",271,271,0
"2021","E00054478","E00054478",255,242,13
"2021","E00054479","E00054479",329,329,0
"2021","E00054444","E00054444",451,451,0
"2021","E00054445","E00054445",388,388,0
"2021","E00054450","E00054450",384,384,0
"2021","E00054465","E00054465",191,191,0
"2021","E00054437","E00054437",327,313,14
"2021","E00054469","E00054469",285,285,0
"2021","E00054471","E00054471",330,330,0
"2021","E00054474","E00054474",276,276,0
"2021","E00054480","E00054480",286,259,27
"2021","E00054622","E00054622",183,183,0
"2021","E00054628","E00054628",472,345,127
"2021","E00176112","E00176112",433,283,150
"2021","E00176125","E00176125",212,165,47
"2021","E00176126","E00176126",270,270,0
"2021","E00176142","E00176142",166,166,0
"2021","E00177769","E00177769",553,119,434
"2021","E00177855","E00177855",563,89,474
"2021","E00054626","E00054626",442,442,0
"2021","E00054637","E00054637",465,465,0
"2021","E00054638","E00054638",473,473,0
"2021","E00177762","E00177762",672,513,159
"2021","E00054629","E00054629",473,473,0
"2021","E00054632","E00054632",519,519,0
"2021","E00054636","E00054636",485,485,0
"2021","E00176116","E00176116",211,211,0
"2021","E00176117","E00176117",421,421,0
"2021","E00054640","E00054640",511,511,0
"2021","E00176127","E00176127",517,517,0
"2021","E00176128","E00176128",428,428,0
"2021","E00177813","E00177813",191,191,0
"2021","E00177862","E00177862",537,537,0
"2021","E00054641","E00054641",390,390,0
"2021","E00054642","E00054642",501,501,0
"2021","E00054643","E00054643",423,423,0
"2021","E00054644","E00054644",369,369,0
"2021","E00176113","E00176113",268,266,2
"2021","E00176114","E00176114",448,448,0
"2021","E00176149","E00176149",478,478,0
"2021","E00176160","E00176160",390,390,0
"2021","E00054631","E00054631",524,524,0
"2021","E00054633","E00054633",496,496,0
"2021","E00177784","E00177784",258,258,0
"2021","E00177796","E00177796",390,390,0
"2021","E00053592","E00053592",392,392,0
"2021","E00053593","E00053593",437,437,0
"2021","E00053597","E00053597",448,448,0
"2021","E00053598","E00053598",462,462,0
"2021","E00053556","E00053556",466,466,0
"2021","E00053565","E00053565",218,218,0
"2021","E00053567","E00053567",243,243,0
"2021","E00053569","E00053569",384,384,0
"2021","E00053571","E00053571",329,329,0
"2021","E00054128","E00054128",336,336,0
"2021","E00054156","E00054156",185,185,0
"2021","E00054158","E00054158",151,151,0
"2021","E00054160","E00054160",197,197,0
"2021","E00054161","E00054161",203,203,0
"2021","E00054165","E00054165",207,207,0
"2021","E00054129","E00054129",427,427,0
"2021","E00054166","E00054166",429,429,0
"2021","E00054170","E00054170",319,319,0
"2021","E00054171","E00054171",377,377,0
"2021","E00053550","E00053550",377,377,0
"2021","E00053561","E00053561",355,355,0
"2021","E00053563","E00053563",226,226,0
"2021","E00053570","E00053570",321,321,0
"2021","E00053574","E00053574",340,340,0
"2021","E00053547","E00053547",290,290,0
"2021","E00053552","E00053552",272,272,0
"2021","E00053555","E00053555",311,311,0
"2021","E00053560","E00053560",228,228,0
"2021","E00177799","E00177799",338,338,0
"2021","E00177805","E00177805",457,457,0
"2021","E00177849","E00177849",198,198,0
"2021","E00053553","E00053553",437,437,0
"2021","E00053557","E00053557",373,373,0
"2021","E00053558","E00053558",255,255,0
"2021","E00053559","E00053559",490,490,0
"2021","E00176170","E00176170",341,341,0
"2021","E00176189","E00176189",330,330,0
"2021","E00053562","E00053562",321,321,0
"2021","E00053573","E00053573",337,337,0
"2021","E00053575","E00053575",494,297,197
"2021","E00053577","E00053577",557,557,0
"2021","E00053643","E00053643",373,373,0
"2021","E00053644","E00053644",332,332,0
"2021","E00053655","E00053655",249,249,0
"2021","E00053685","E00053685",302,302,0
"2021","E00053686","E00053686",250,250,0
"2021","E00053649","E00053649",288,254,34
"2021","E00053651","E00053651",237,237,0
"2021","E00053653","E00053653",289,289,0
"2021","E00053656","E00053656",416,416,0
"2021","E00053683","E00053683",339,339,0
"2021","E00053648","E00053648",334,334,0
"2021","E00053650","E00053650",403,386,17
"2021","E00053652","E00053652",230,230,0
"2021","E00053654","E00053654",329,329,0
"2021","E00053684","E00053684",164,164,0
"2021","E00053646","E00053646",564,553,11
"2021","E00053647","E00053647",278,278,0
"2021","E00053657","E00053657",392,392,0
"2021","E00053659","E00053659",224,224,0
"2021","E00053660","E00053660",243,243,0
"2021","E00053645","E00053645",422,422,0
"2021","E00053658","E00053658",372,372,0
"2021","E00053661","E00053661",323,323,0
"2021","E00176181","E00176181",234,234,0
"2021","E00176182","E00176182",701,139,562
"2021","E00054167","E00054167",365,365,0
"2021","E00176131","E00176131",187,185,2
"2021","E00176132","E00176132",232,176,56
"2021","E00176141","E00176141",294,294,0
"2021","E00176144","E00176144",193,193,0
"2021","E00176184","E00176184",345,345,0
"2021","E00054133","E00054133",275,275,0
"2021","E00176147","E00176147",254,254,0
"2021","E00177753","E00177753",442,427,15
"2021","E00177790","E00177790",431,431,0
"2021","E00177812","E00177812",211,211,0
"2021","E00054130","E00054130",490,490,0
"2021","E00054162","E00054162",539,539,0
"2021","E00054164","E00054164",250,250,0
"2021","E00054172","E00054172",390,390,0
"2021","E00054132","E00054132",212,212,0
"2021","E00054137","E00054137",410,408,2
"2021","E00054140","E00054140",449,449,0
"2021","E00054145","E00054145",475,475,0
"2021","E00054163","E00054163",511,511,0
"2021","E00054142","E00054142",376,376,0
"2021","E00054149","E00054149",459,459,0
"2021","E00054153","E00054153",524,524,0
"2021","E00054173","E00054173",321,321,0
"2021","E00053787","E00053787",240,240,0
"2021","E00053788","E00053788",457,457,0
"2021","E00053809","E00053809",435,435,0
"2021","E00053812","E00053812",401,401,0
"2021","E00053814","E00053814",423,423,0
"2021","E00053817","E00053817",402,402,0
"2021","E00053818","E00053818",329,329,0
"2021","E00053819","E00053819",393,393,0
"2021","E00053820","E00053820",358,358,0
"2021","E00053822","E00053822",391,391,0
"2021","E00053823","E00053823",389,389,0
"2021","E00053825","E00053825",481,481,0
"2021","E00053827","E00053827",333,333,0
"2021","E00054231","E00054231",295,295,0
"2021","E00054234","E00054234",359,359,0
"2021","E00054236","E00054236",259,259,0
"2021","E00054282","E00054282",425,425,0
"2021","E00054284","E00054284",375,361,14
"2021","E00054260","E00054260",234,234,0
"2021","E00054271","E00054271",376,376,0
"2021","E00176167","E00176167",370,370,0
"2021","E00176172","E00176172",404,346,58
"2021","E00176197","E00176197",380,380,0
"2021","E00176198","E00176198",404,404,0
"2021","E00054235","E00054235",258,258,0
"2021","E00054243","E00054243",237,237,0
"2021","E00054247","E00054247",485,485,0
"2021","E00176183","E00176183",338,338,0
"2021","E00176186","E00176186",273,273,0
"2021","E00053805","E00053805",354,354,0
"2021","E00053806","E00053806",430,430,0
"2021","E00053807","E00053807",263,263,0
"2021","E00053808","E00053808",296,296,0
"2021","E00053810","E00053810",402,402,0
"2021","E00053811","E00053811",389,389,0
"2021","E00053813","E00053813",342,342,0
"2021","E00053816","E00053816",348,348,0
"2021","E00053815","E00053815",282,282,0
"2021","E00053821","E00053821",431,431,0
"2021","E00053826","E00053826",312,312,0
"2021","E00053831","E00053831",465,465,0
"2021","E00053832","E00053832",306,306,0
"2021","E00053789","E00053789",610,610,0
"2021","E00053793","E00053793",388,388,0
"2021","E00053796","E00053796",375,375,0
"2021","E00053829","E00053829",526,526,0
"2021","E00053790","E00053790",245,245,0
"2021","E00053794","E00053794",432,420,12
"2021","E00053795","E00053795",429,427,2
"2021","E00053824","E00053824",270,235,35
"2021","E00053828","E00053828",383,383,0
"2021","E00053791","E00053791",360,359,1
"2021","E00053792","E00053792",408,408,0
"2021","E00053797","E00053797",375,375,0
"2021","E00053830","E00053830",356,356,0
"2021","E00053833","E00053833",363,363,0
"2021","E00054134","E00054134",538,538,0
"2021","E00054135","E00054135",464,464,0
"2021","E00054144","E00054144",485,485,0
"2021","E00054169","E00054169",387,387,0
"2021","E00054139","E00054139",534,534,0
"2021","E00054141","E00054141",502,493,9
"2021","E00054143","E00054143",443,443,0
"2021","E00054148","E00054148",587,587,0
"2021","E00054127","E00054127",395,395,0
"2021","E00054136","E00054136",488,488,0
"2021","E00054146","E00054146",330,330,0
"2021","E00054147","E00054147",548,544,4
"2021","E00054150","E00054150",314,314,0
"2021","E00054151","E00054151",366,366,0
"2021","E00054152","E00054152",508,508,0
"2021","E00054154","E00054154",583,583,0
"2021","E00054155","E00054155",463,463,0
"2021","E00054209","E00054209",500,500,0
"2021","E00054210","E00054210",452,452,0
"2021","E00054211","E00054211",430,430,0
"2021","E00054216","E00054216",460,460,0
"2021","E00053564","E00053564",331,331,0
"2021","E00053566","E00053566",448,448,0
"2021","E00053568","E00053568",361,361,0
"2021","E00053572","E00053572",308,308,0
"2021","E00054535","E00054535",299,299,0
"2021","E00054536","E00054536",265,265,0
"2021","E00054537","E00054537",414,414,0
"2021","E00054538","E00054538",293,293,0
"2021","E00054541","E00054541",222,222,0
"2021","E00054544","E00054544",348,348,0
"2021","E00054546","E00054546",367,367,0
"2021","E00054548","E00054548",304,304,0
"2021","E00054551","E00054551",255,255,0
"2021","E00054553","E00054553",180,180,0
"2021","E00054524","E00054524",275,275,0
"2021","E00054539","E00054539",312,312,0
"2021","E00054543","E00054543",291,291,0
"2021","E00054550","E00054550",377,377,0
"2021","E00176162","E00176162",349,349,0
"2021","E00176171","E00176171",327,327,0
"2021","E00054542","E00054542",320,320,0
"2021","E00054545","E00054545",353,353,0
"2021","E00054547","E00054547",280,280,0
"2021","E00054552","E00054552",320,320,0
"2021","E00053576","E00053576",426,426,0
"2021","E00053578","E00053578",334,334,0
"2021","E00053580","E00053580",320,320,0
"2021","E00053581","E00053581",289,289,0
"2021","E00053579","E00053579",570,570,0
"2021","E00053582","E00053582",386,386,0
"2021","E00053583","E00053583",442,442,0
"2021","E00053584","E00053584",539,539,0
"2021","E00054207","E00054207",381,381,0
"2021","E00054212","E00054212",601,601,0
"2021","E00054219","E00054219",456,456,0
"2021","E00176129","E00176129",236,236,0
"2021","E00176174","E00176174",421,421,0
"2021","E00054180","E00054180",269,269,0
"2021","E00054213","E00054213",334,334,0
"2021","E00054214","E00054214",327,327,0
"2021","E00054215","E00054215",340,340,0
"2021","E00054217","E00054217",405,405,0
"2021","E00054682","E00054682",349,349,0
"2021","E00054685","E00054685",323,323,0
"2021","E00054686","E00054686",381,381,0
"2021","E00054689","E00054689",298,298,0
"2021","E00054694","E00054694",267,267,0
"2021","E00054662","E00054662",294,294,0
"2021","E00054679","E00054679",384,384,0
"2021","E00054692","E00054692",314,314,0
"2021","E00054693","E00054693",301,301,0
"2021","E00054695","E00054695",292,292,0
"2021","E00054674","E00054674",533,533,0
"2021","E00054675","E00054675",279,279,0
"2021","E00054676","E00054676",385,385,0
"2021","E00054678","E00054678",436,436,0
"2021","E00054684","E00054684",324,324,0
"2021","E00054661","E00054661",425,425,0
"2021","E00054677","E00054677",248,248,0
"2021","E00054680","E00054680",423,423,0
"2021","E00054681","E00054681",333,333,0
"2021","E00053798","E00053798",383,383,0
"2021","E00053799","E00053799",427,427,0
"2021","E00053800","E00053800",325,325,0
"2021","E00053801","E00053801",335,335,0
"2021","E00054251","E00054251",343,343,0
"2021","E00054252","E00054252",306,306,0
"2021","E00054264","E00054264",473,472,1
"2021","E00054265","E00054265",264,249,15
"2021","E00054267","E00054267",620,620,0
"2021","E00054237","E00054237",319,319,0
"2021","E00054239","E00054239",288,288,0
"2021","E00054285","E00054285",358,358,0
"2021","E00054286","E00054286",310,310,0
"2021","E00054288","E00054288",298,298,0
"2021","E00054240","E00054240",318,318,0
"2021","E00054242","E00054242",285,285,0
"2021","E00054244","E00054244",417,388,29
"2021","E00054246","E00054246",348,348,0
"2021","E00054287","E00054287",281,281,0
"2021","E00054687","E00054687",291,291,0
"2021","E00054690","E00054690",289,289,0
"2021","E00054691","E00054691",277,277,0
"2021","E00054700","E00054700",514,514,0
"2021","E00176175","E00176175",381,374,7
"2021","E00176180","E00176180",386,360,26
"2021","E00054218","E00054218",468,467,1
"2021","E00054220","E00054220",445,445,0
"2021","E00054221","E00054221",415,415,0
"2021","E00054222","E00054222",270,270,0
"2021","E00054224","E00054224",301,301,0
"2021","E00054174","E00054174",419,419,0
"2021","E00054182","E00054182",254,254,0
"2021","E00054184","E00054184",177,177,0
"2021","E00054223","E00054223",426,426,0
"2021","E00054226","E00054226",330,330,0
"2021","E00054176","E00054176",382,382,0
"2021","E00054181","E00054181",320,320,0
"2021","E00054190","E00054190",316,316,0
"2021","E00054192","E00054192",365,365,0
"2021","E00054193","E00054193",228,228,0
"2021","E00054175","E00054175",222,222,0
"2021","E00054183","E00054183",221,221,0
"2021","E00054186","E00054186",267,267,0
"2021","E00054187","E00054187",280,280,0
"2021","E00054189","E00054189",349,349,0
"2021","E00054555","E00054555",274,274,0
"2021","E00054556","E00054556",286,286,0
"2021","E00054557","E00054557",222,222,0
"2021","E00054560","E00054560",297,297,0
"2021","E00054562","E00054562",265,265,0
"2021","E00054563","E00054563",281,281,0
"2021","E00054525","E00054525",521,506,15
"2021","E00054528","E00054528",316,316,0
"2021","E00054531","E00054531",443,443,0
"2021","E00054549","E00054549",312,312,0
"2021","E00176140","E00176140",453,453,0
"2021","E00176169","E00176169",546,546,0
"2021","E00054530","E00054530",351,351,0
"2021","E00054534","E00054534",323,323,0
"2021","E00054554","E00054554",518,518,0
"2021","E00054559","E00054559",371,371,0
"2021","E00054567","E00054567",348,348,0
"2021","E00054526","E00054526",479,479,0
"2021","E00054558","E00054558",358,358,0
"2021","E00054564","E00054564",341,341,0
"2021","E00054566","E00054566",561,485,76
"2021","E00176148","E00176148",607,607,0
"2021","E00176187","E00176187",313,313,0
"2021","E00054527","E00054527",415,415,0
"2021","E00054529","E00054529",278,264,14
"2021","E00054533","E00054533",307,305,2
"2021","E00054565","E00054565",390,390,0
"2021","E00177828","E00177828",340,340,0
"2021","E00177830","E00177830",350,350,0
"2021","E00054232","E00054232",294,294,0
"2021","E00054241","E00054241",265,265,0
"2021","E00054248","E00054248",284,284,0
"2021","E00054249","E00054249",356,356,0
"2021","E00054254","E00054254",562,562,0
"2021","E00054257","E00054257",364,364,0
"2021","E00054253","E00054253",270,270,0
"2021","E00054258","E00054258",268,268,0
"2021","E00054262","E00054262",262,262,0
"2021","E00054266","E00054266",256,256,0
"2021","E00054272","E00054272",260,260,0
"2021","E00054238","E00054238",349,349,0
"2021","E00054245","E00054245",326,326,0
"2021","E00054255","E00054255",276,276,0
"2021","E00054263","E00054263",272,272,0
"2021","E00054283","E00054283",334,334,0
"2021","E00054233","E00054233",334,334,0
"2021","E00054256","E00054256",310,295,15
"2021","E00054261","E00054261",198,198,0
"2021","E00054270","E00054270",271,271,0
"2021","E00177823","E00177823",380,380,0
"2021","E00177835","E00177835",309,309,0
"2021","E00054227","E00054227",292,292,0
"2021","E00054228","E00054228",384,384,0
"2021","E00054250","E00054250",327,327,0
"2021","E00054274","E00054274",290,290,0
"2021","E00054259","E00054259",188,188,0
"2021","E00054268","E00054268",329,329,0
"2021","E00054269","E00054269",395,395,0
"2021","E00054277","E00054277",309,309,0
"2021","E00177754","E00177754",336,336,0
"2021","E00054229","E00054229",356,346,10
