"date","geography","geography code","Residence type: Total; measures: Value","Residence type: Lives in a household; measures: Value","Residence type: Lives in a communal establishment; measures: Value"
"2021","E00151523","E00151523",304,304,0
"2021","E00151526","E00151526",287,279,8
"2021","E00151520","E00151520",325,304,21
"2021","E00151524","E00151524",227,227,0
"2021","E00151525","E00151525",259,259,0
"2021","E00151527","E00151527",255,255,0
"2021","E00151528","E00151528",262,262,0
"2021","E00151546","E00151546",411,359,52
"2021","E00151548","E00151548",157,157,0
"2021","E00151550","E00151550",373,369,4
"2021","E00151551","E00151551",198,198,0
"2021","E00151552","E00151552",224,224,0
"2021","E00151553","E00151553",197,197,0
"2021","E00151556","E00151556",521,512,9
"2021","E00151401","E00151401",277,277,0
"2021","E00151405","E00151405",254,254,0
"2021","E00151418","E00151418",267,267,0
"2021","E00151419","E00151419",201,201,0
"2021","E00151420","E00151420",226,226,0
"2021","E00151422","E00151422",222,222,0
"2021","E00151411","E00151411",261,261,0
"2021","E00151413","E00151413",349,349,0
"2021","E00151414","E00151414",283,283,0
"2021","E00151416","E00151416",378,378,0
"2021","E00151417","E00151417",322,322,0
"2021","E00151403","E00151403",285,285,0
"2021","E00151404","E00151404",337,337,0
"2021","E00151406","E00151406",320,320,0
"2021","E00151407","E00151407",299,299,0
"2021","E00151408","E00151408",259,259,0
"2021","E00151421","E00151421",257,257,0
"2021","E00151468","E00151468",262,262,0
"2021","E00151481","E00151481",300,300,0
"2021","E00151482","E00151482",317,317,0
"2021","E00151483","E00151483",309,309,0
"2021","E00151485","E00151485",301,301,0
"2021","E00151466","E00151466",262,262,0
"2021","E00151469","E00151469",282,282,0
"2021","E00151471","E00151471",287,287,0
"2021","E00151475","E00151475",299,299,0
"2021","E00151484","E00151484",317,317,0
"2021","E00151251","E00151251",285,285,0
"2021","E00151252","E00151252",334,334,0
"2021","E00151254","E00151254",528,528,0
"2021","E00151255","E00151255",303,303,0
"2021","E00151256","E00151256",232,232,0
"2021","E00151257","E00151257",399,399,0
"2021","E00151258","E00151258",306,306,0
"2021","E00151259","E00151259",288,288,0
"2021","E00151260","E00151260",294,294,0
"2021","E00151623","E00151623",281,281,0
"2021","E00151624","E00151624",281,281,0
"2021","E00151626","E00151626",319,319,0
"2021","E00151627","E00151627",302,302,0
"2021","E00151640","E00151640",280,280,0
"2021","E00151628","E00151628",273,273,0
"2021","E00151629","E00151629",260,260,0
"2021","E00151630","E00151630",351,351,0
"2021","E00151631","E00151631",346,346,0
"2021","E00151633","E00151633",349,349,0
"2021","E00151621","E00151621",361,361,0
"2021","E00151625","E00151625",340,340,0
"2021","E00151632","E00151632",282,282,0
"2021","E00151634","E00151634",326,326,0
"2021","E00151638","E00151638",137,137,0
"2021","E00151639","E00151639",269,269,0
"2021","E00151622","E00151622",322,322,0
"2021","E00151635","E00151635",316,316,0
"2021","E00151636","E00151636",331,331,0
"2021","E00151637","E00151637",532,532,0
"2021","E00151641","E00151641",279,279,0
"2021","E00151487","E00151487",307,307,0
"2021","E00151489","E00151489",304,304,0
"2021","E00151490","E00151490",289,289,0
"2021","E00151491","E00151491",391,391,0
"2021","E00151492","E00151492",318,318,0
"2021","E00151493","E00151493",290,290,0
"2021","E00166322","E00166322",339,339,0
"2021","E00166325","E00166325",376,376,0
"2021","E00151270","E00151270",307,307,0
"2021","E00151271","E00151271",370,364,6
"2021","E00151272","E00151272",230,230,0
"2021","E00151273","E00151273",431,424,7
"2021","E00151274","E00151274",168,168,0
"2021","E00151275","E00151275",242,242,0
"2021","E00179385","E00179385",241,241,0
"2021","E00179404","E00179404",412,412,0
"2021","E00151369","E00151369",555,555,0
"2021","E00151370","E00151370",307,307,0
"2021","E00151371","E00151371",286,286,0
"2021","E00151373","E00151373",295,295,0
"2021","E00151374","E00151374",349,349,0
"2021","E00151361","E00151361",297,297,0
"2021","E00151362","E00151362",274,274,0
"2021","E00151367","E00151367",343,327,16
"2021","E00151368","E00151368",288,288,0
"2021","E00151372","E00151372",222,222,0
"2021","E00151360","E00151360",300,300,0
"2021","E00151375","E00151375",417,417,0
"2021","E00151377","E00151377",306,306,0
"2021","E00151378","E00151378",385,381,4
"2021","E00151379","E00151379",292,292,0
"2021","E00151380","E00151380",419,419,0
"2021","E00151363","E00151363",310,310,0
"2021","E00151364","E00151364",229,229,0
"2021","E00151365","E00151365",267,267,0
"2021","E00151366","E00151366",294,294,0
"2021","E00151376","E00151376",367,367,0
"2021","E00151470","E00151470",298,298,0
"2021","E00151474","E00151474",346,345,1
"2021","E00151477","E00151477",361,361,0
"2021","E00151478","E00151478",376,376,0
"2021","E00151480","E00151480",328,328,0
"2021","E00151465","E00151465",235,235,0
"2021","E00151467","E00151467",261,261,0
"2021","E00151472","E00151472",230,230,0
"2021","E00151473","E00151473",293,293,0
"2021","E00151476","E00151476",299,298,1
"2021","E00151479","E00151479",234,232,2
"2021","E00151505","E00151505",307,307,0
"2021","E00151506","E00151506",255,255,0
"2021","E00151510","E00151510",271,271,0
"2021","E00151512","E00151512",380,380,0
"2021","E00151514","E00151514",318,318,0
"2021","E00166312","E00166312",176,176,0
"2021","E00166313","E00166313",275,275,0
"2021","E00166314","E00166314",238,238,0
"2021","E00151509","E00151509",365,365,0
"2021","E00151511","E00151511",306,306,0
"2021","E00151513","E00151513",358,358,0
"2021","E00151515","E00151515",282,282,0
"2021","E00151516","E00151516",291,291,0
"2021","E00166315","E00166315",298,298,0
"2021","E00166316","E00166316",303,303,0
"2021","E00151830","E00151830",240,229,11
"2021","E00151831","E00151831",272,271,1
"2021","E00151832","E00151832",149,148,1
"2021","E00151833","E00151833",376,364,12
"2021","E00151834","E00151834",235,226,9
"2021","E00151835","E00151835",320,320,0
"2021","E00151873","E00151873",299,299,0
"2021","E00151876","E00151876",352,352,0
"2021","E00151877","E00151877",263,257,6
"2021","E00151878","E00151878",207,207,0
"2021","E00151882","E00151882",345,335,10
"2021","E00151890","E00151890",287,280,7
"2021","E00151892","E00151892",384,384,0
"2021","E00151903","E00151903",216,216,0
"2021","E00151904","E00151904",375,375,0
"2021","E00151906","E00151906",252,252,0
"2021","E00151894","E00151894",308,308,0
"2021","E00151895","E00151895",368,368,0
"2021","E00151896","E00151896",296,294,2
"2021","E00151897","E00151897",219,219,0
"2021","E00151899","E00151899",311,311,0
"2021","E00151891","E00151891",413,364,49
"2021","E00151900","E00151900",404,404,0
"2021","E00151901","E00151901",267,267,0
"2021","E00151902","E00151902",324,324,0
"2021","E00151671","E00151671",278,278,0
"2021","E00151672","E00151672",234,234,0
"2021","E00151673","E00151673",277,277,0
"2021","E00151674","E00151674",225,225,0
"2021","E00151675","E00151675",237,237,0
"2021","E00151676","E00151676",313,313,0
"2021","E00151681","E00151681",308,308,0
"2021","E00151684","E00151684",244,244,0
"2021","E00151685","E00151685",328,328,0
"2021","E00151686","E00151686",378,378,0
"2021","E00151688","E00151688",234,234,0
"2021","E00151690","E00151690",279,279,0
"2021","E00151677","E00151677",512,512,0
"2021","E00151678","E00151678",396,396,0
"2021","E00151679","E00151679",296,296,0
"2021","E00151682","E00151682",304,304,0
"2021","E00151683","E00151683",302,302,0
"2021","E00151693","E00151693",251,251,0
"2021","E00151862","E00151862",391,346,45
"2021","E00151863","E00151863",399,399,0
"2021","E00151864","E00151864",280,280,0
"2021","E00151865","E00151865",283,283,0
"2021","E00151866","E00151866",492,492,0
"2021","E00151653","E00151653",343,306,37
"2021","E00151654","E00151654",300,300,0
"2021","E00151656","E00151656",374,374,0
"2021","E00151664","E00151664",253,253,0
"2021","E00151665","E00151665",271,271,0
"2021","E00151655","E00151655",243,243,0
"2021","E00151659","E00151659",295,295,0
"2021","E00151666","E00151666",281,281,0
"2021","E00151667","E00151667",445,445,0
"2021","E00151668","E00151668",510,474,36
"2021","E00151657","E00151657",350,350,0
"2021","E00151658","E00151658",369,369,0
"2021","E00151669","E00151669",278,278,0
"2021","E00151670","E00151670",327,327,0
"2021","E00151652","E00151652",269,269,0
"2021","E00151660","E00151660",260,259,1
"2021","E00151661","E00151661",270,270,0
"2021","E00151662","E00151662",298,298,0
"2021","E00151663","E00151663",325,325,0
"2021","E00151702","E00151702",302,302,0
"2021","E00151704","E00151704",407,407,0
"2021","E00151705","E00151705",444,444,0
"2021","E00151707","E00151707",335,335,0
"2021","E00151708","E00151708",228,228,0
"2021","E00151709","E00151709",214,214,0
"2021","E00151680","E00151680",289,289,0
"2021","E00151687","E00151687",257,257,0
"2021","E00151689","E00151689",311,311,0
"2021","E00151691","E00151691",452,452,0
"2021","E00151692","E00151692",245,245,0
"2021","E00151694","E00151694",270,270,0
"2021","E00151695","E00151695",207,207,0
"2021","E00151696","E00151696",306,267,39
"2021","E00151697","E00151697",289,289,0
"2021","E00151698","E00151698",267,267,0
"2021","E00151699","E00151699",250,250,0
"2021","E00151701","E00151701",237,237,0
"2021","E00151711","E00151711",305,305,0
"2021","E00151712","E00151712",255,255,0
"2021","E00151714","E00151714",248,248,0
"2021","E00151715","E00151715",304,304,0
"2021","E00151716","E00151716",261,261,0
"2021","E00151700","E00151700",305,298,7
"2021","E00151703","E00151703",289,289,0
"2021","E00151706","E00151706",297,297,0
"2021","E00151710","E00151710",345,345,0
"2021","E00151713","E00151713",250,250,0
"2021","E00151875","E00151875",284,284,0
"2021","E00151879","E00151879",268,268,0
"2021","E00151880","E00151880",200,200,0
"2021","E00151881","E00151881",212,212,0
"2021","E00151884","E00151884",294,293,1
"2021","E00151886","E00151886",195,195,0
"2021","E00151887","E00151887",322,322,0
"2021","E00151893","E00151893",287,287,0
"2021","E00151898","E00151898",394,339,55
"2021","E00151905","E00151905",242,242,0
"2021","E00151907","E00151907",192,192,0
"2021","E00151909","E00151909",427,427,0
"2021","E00151917","E00151917",295,295,0
"2021","E00151919","E00151919",192,192,0
"2021","E00151920","E00151920",282,248,34
"2021","E00151921","E00151921",315,315,0
"2021","E00151908","E00151908",300,288,12
"2021","E00151912","E00151912",364,364,0
"2021","E00151913","E00151913",230,230,0
"2021","E00151914","E00151914",237,237,0
"2021","E00151915","E00151915",212,212,0
"2021","E00151916","E00151916",257,257,0
"2021","E00151918","E00151918",394,394,0
"2021","E00151928","E00151928",310,310,0
"2021","E00151930","E00151930",335,335,0
"2021","E00151938","E00151938",227,227,0
"2021","E00151939","E00151939",266,266,0
"2021","E00151940","E00151940",221,221,0
"2021","E00151941","E00151941",240,240,0
"2021","E00151806","E00151806",418,418,0
"2021","E00151809","E00151809",535,535,0
"2021","E00151812","E00151812",269,269,0
"2021","E00172341","E00172341",348,290,58
"2021","E00172342","E00172342",270,270,0
"2021","E00172343","E00172343",310,310,0
"2021","E00172344","E00172344",211,211,0
"2021","E00151805","E00151805",335,335,0
"2021","E00151808","E00151808",331,331,0
"2021","E00151811","E00151811",221,221,0
"2021","E00151813","E00151813",302,302,0
"2021","E00151814","E00151814",344,344,0
"2021","E00151874","E00151874",409,409,0
"2021","E00151883","E00151883",254,253,1
"2021","E00151885","E00151885",377,371,6
"2021","E00151888","E00151888",386,332,54
"2021","E00151889","E00151889",251,251,0
"2021","E00151910","E00151910",325,325,0
"2021","E00151922","E00151922",298,298,0
"2021","E00151923","E00151923",244,244,0
"2021","E00151924","E00151924",296,296,0
"2021","E00151925","E00151925",172,172,0
"2021","E00172338","E00172338",237,237,0
"2021","E00172339","E00172339",226,226,0
"2021","E00172345","E00172345",432,432,0
"2021","E00151926","E00151926",278,278,0
"2021","E00151929","E00151929",375,375,0
"2021","E00151931","E00151931",263,239,24
"2021","E00151932","E00151932",267,267,0
"2021","E00151937","E00151937",256,256,0
"2021","E00151927","E00151927",264,264,0
"2021","E00151933","E00151933",285,285,0
"2021","E00151934","E00151934",287,287,0
"2021","E00151935","E00151935",270,270,0
"2021","E00151936","E00151936",270,270,0
"2021","E00151855","E00151855",258,257,1
"2021","E00151858","E00151858",316,316,0
"2021","E00151859","E00151859",404,404,0
"2021","E00151860","E00151860",423,423,0
"2021","E00172337","E00172337",343,343,0
"2021","E00151867","E00151867",286,286,0
"2021","E00151868","E00151868",251,251,0
"2021","E00151869","E00151869",318,318,0
"2021","E00151870","E00151870",299,291,8
"2021","E00151871","E00151871",280,280,0
"2021","E00151872","E00151872",316,316,0
"2021","E00151942","E00151942",207,207,0
"2021","E00151943","E00151943",258,258,0
"2021","E00151944","E00151944",211,211,0
"2021","E00151945","E00151945",309,309,0
"2021","E00151946","E00151946",213,213,0
"2021","E00151947","E00151947",209,209,0
"2021","E00151948","E00151948",317,317,0
"2021","E00151647","E00151647",382,382,0
"2021","E00151648","E00151648",430,430,0
"2021","E00151649","E00151649",290,290,0
"2021","E00151650","E00151650",221,221,0
"2021","E00151651","E00151651",303,303,0
"2021","E00151717","E00151717",341,335,6
"2021","E00151718","E00151718",242,242,0
"2021","E00151719","E00151719",297,297,0
"2021","E00151720","E00151720",260,260,0
"2021","E00151724","E00151724",285,285,0
"2021","E00151725","E00151725",302,302,0
"2021","E00151726","E00151726",288,288,0
"2021","E00151727","E00151727",291,291,0
"2021","E00151728","E00151728",305,305,0
"2021","E00151729","E00151729",303,278,25
"2021","E00151730","E00151730",264,264,0
"2021","E00151721","E00151721",363,363,0
"2021","E00151722","E00151722",294,294,0
"2021","E00151723","E00151723",292,292,0
"2021","E00151731","E00151731",303,269,34
"2021","E00151732","E00151732",296,296,0
"2021","E00151738","E00151738",348,348,0
"2021","E00151739","E00151739",293,293,0
"2021","E00151740","E00151740",322,322,0
"2021","E00151741","E00151741",290,290,0
"2021","E00151743","E00151743",339,339,0
"2021","E00151742","E00151742",261,261,0
"2021","E00151744","E00151744",269,269,0
"2021","E00151745","E00151745",481,400,81
"2021","E00151746","E00151746",303,303,0
"2021","E00151747","E00151747",295,295,0
"2021","E00151807","E00151807",276,257,19
"2021","E00151810","E00151810",256,256,0
"2021","E00151815","E00151815",264,264,0
"2021","E00151816","E00151816",217,217,0
"2021","E00151817","E00151817",269,269,0
"2021","E00151819","E00151819",147,147,0
"2021","E00151949","E00151949",298,298,0
"2021","E00151951","E00151951",297,261,36
"2021","E00151953","E00151953",281,281,0
"2021","E00151954","E00151954",301,301,0
"2021","E00151955","E00151955",278,278,0
"2021","E00151950","E00151950",301,300,1
"2021","E00151952","E00151952",256,256,0
"2021","E00151956","E00151956",303,303,0
"2021","E00151959","E00151959",259,259,0
"2021","E00151960","E00151960",218,218,0
"2021","E00172340","E00172340",322,318,4
"2021","E00151642","E00151642",237,237,0
"2021","E00151643","E00151643",295,295,0
"2021","E00151644","E00151644",360,360,0
"2021","E00151645","E00151645",325,325,0
"2021","E00151646","E00151646",139,139,0
"2021","E00151751","E00151751",307,307,0
"2021","E00151752","E00151752",335,334,1
"2021","E00151753","E00151753",289,289,0
"2021","E00151755","E00151755",403,364,39
"2021","E00151756","E00151756",299,299,0
"2021","E00151757","E00151757",342,342,0
"2021","E00151820","E00151820",312,312,0
"2021","E00151821","E00151821",417,417,0
"2021","E00151824","E00151824",375,375,0
"2021","E00151828","E00151828",267,267,0
"2021","E00151829","E00151829",322,319,3
"2021","E00151822","E00151822",367,367,0
"2021","E00151823","E00151823",328,328,0
"2021","E00151825","E00151825",355,355,0
"2021","E00151826","E00151826",214,214,0
"2021","E00151827","E00151827",237,237,0
"2021","E00151748","E00151748",301,301,0
"2021","E00151749","E00151749",228,228,0
"2021","E00151750","E00151750",275,275,0
"2021","E00151754","E00151754",286,286,0
"2021","E00151758","E00151758",336,336,0
"2021","E00151760","E00151760",270,270,0
"2021","E00151762","E00151762",293,293,0
"2021","E00151763","E00151763",278,278,0
"2021","E00151765","E00151765",245,245,0
"2021","E00151769","E00151769",362,362,0
"2021","E00151772","E00151772",318,318,0
"2021","E00151780","E00151780",319,319,0
"2021","E00151783","E00151783",336,336,0
"2021","E00180656","E00180656",412,412,0
"2021","E00151773","E00151773",312,311,1
"2021","E00151775","E00151775",231,231,0
"2021","E00151781","E00151781",229,229,0
"2021","E00151782","E00151782",439,381,58
"2021","E00151785","E00151785",301,301,0
"2021","E00151787","E00151787",417,417,0
"2021","E00151733","E00151733",416,408,8
"2021","E00151734","E00151734",311,311,0
"2021","E00151735","E00151735",307,307,0
"2021","E00151736","E00151736",522,522,0
"2021","E00151737","E00151737",219,207,12
"2021","E00151801","E00151801",280,280,0
"2021","E00151802","E00151802",250,249,1
"2021","E00151803","E00151803",266,266,0
"2021","E00151804","E00151804",206,206,0
"2021","E00151837","E00151837",301,293,8
"2021","E00151845","E00151845",316,316,0
"2021","E00151846","E00151846",288,288,0
"2021","E00151847","E00151847",230,230,0
"2021","E00151849","E00151849",238,238,0
"2021","E00151851","E00151851",241,241,0
"2021","E00151836","E00151836",271,271,0
"2021","E00151838","E00151838",281,281,0
"2021","E00151839","E00151839",231,231,0
"2021","E00151840","E00151840",280,280,0
"2021","E00151841","E00151841",241,241,0
"2021","E00151843","E00151843",405,405,0
"2021","E00151854","E00151854",126,126,0
"2021","E00151842","E00151842",151,143,8
"2021","E00151844","E00151844",270,270,0
"2021","E00151848","E00151848",443,443,0
"2021","E00151850","E00151850",208,208,0
"2021","E00151852","E00151852",257,257,0
"2021","E00151853","E00151853",290,290,0
"2021","E00151759","E00151759",296,296,0
"2021","E00151761","E00151761",350,314,36
"2021","E00151764","E00151764",327,327,0
"2021","E00151766","E00151766",269,269,0
"2021","E00151767","E00151767",248,248,0
"2021","E00151768","E00151768",274,274,0
"2021","E00151770","E00151770",340,340,0
"2021","E00151774","E00151774",284,284,0
"2021","E00151776","E00151776",265,265,0
"2021","E00151777","E00151777",253,253,0
"2021","E00151778","E00151778",277,277,0
"2021","E00151784","E00151784",267,267,0
"2021","E00151786","E00151786",417,417,0
"2021","E00151791","E00151791",297,297,0
"2021","E00151794","E00151794",350,350,0
"2021","E00151797","E00151797",329,329,0
"2021","E00151798","E00151798",325,325,0
"2021","E00151788","E00151788",300,300,0
"2021","E00151789","E00151789",350,350,0
"2021","E00151796","E00151796",323,310,13
"2021","E00151799","E00151799",490,490,0
"2021","E00151800","E00151800",338,338,0
"2021","E00151790","E00151790",339,339,0
"2021","E00151792","E00151792",296,296,0
"2021","E00151795","E00151795",335,335,0
"2021","E00180733","E00180733",237,237,0
"2021","E00180740","E00180740",235,235,0
"2021","E00152091","E00152091",317,317,0
"2021","E00152093","E00152093",294,294,0
"2021","E00152094","E00152094",357,357,0
"2021","E00180670","E00180670",378,378,0
"2021","E00180732","E00180732",329,329,0
"2021","E00152085","E00152085",338,296,42
"2021","E00152102","E00152102",409,409,0
"2021","E00152103","E00152103",314,314,0
"2021","E00152105","E00152105",301,301,0
"2021","E00152086","E00152086",305,305,0
"2021","E00152097","E00152097",248,248,0
"2021","E00152100","E00152100",275,275,0
"2021","E00152101","E00152101",358,358,0
"2021","E00152107","E00152107",264,264,0
"2021","E00152109","E00152109",305,305,0
"2021","E00152111","E00152111",307,307,0
"2021","E00152113","E00152113",354,354,0
"2021","E00152114","E00152114",244,244,0
"2021","E00152128","E00152128",280,280,0
"2021","E00152108","E00152108",338,338,0
"2021","E00152115","E00152115",279,258,21
"2021","E00152117","E00152117",338,338,0
"2021","E00152119","E00152119",444,376,68
"2021","E00152121","E00152121",342,342,0
"2021","E00152110","E00152110",254,254,0
"2021","E00152112","E00152112",243,243,0
"2021","E00152118","E00152118",265,265,0
"2021","E00152120","E00152120",342,342,0
"2021","E00180689","E00180689",624,624,0
"2021","E00180720","E00180720",317,317,0
"2021","E00180739","E00180739",280,280,0
"2021","E00180746","E00180746",161,161,0
"2021","E00152037","E00152037",190,190,0
"2021","E00152038","E00152038",205,205,0
"2021","E00152039","E00152039",225,223,2
"2021","E00152044","E00152044",379,379,0
"2021","E00152045","E00152045",146,146,0
"2021","E00152046","E00152046",159,159,0
"2021","E00152059","E00152059",394,378,16
"2021","E00152041","E00152041",223,213,10
"2021","E00152057","E00152057",240,240,0
"2021","E00152058","E00152058",432,432,0
"2021","E00180691","E00180691",418,418,0
"2021","E00180697","E00180697",388,388,0
"2021","E00152095","E00152095",333,333,0
"2021","E00152096","E00152096",299,299,0
"2021","E00152098","E00152098",368,368,0
"2021","E00152099","E00152099",323,323,0
"2021","E00152104","E00152104",237,237,0
"2021","E00152087","E00152087",259,259,0
"2021","E00152088","E00152088",248,248,0
"2021","E00152089","E00152089",268,268,0
"2021","E00152090","E00152090",278,278,0
"2021","E00152106","E00152106",278,278,0
"2021","E00152122","E00152122",433,424,9
"2021","E00152124","E00152124",273,273,0
"2021","E00152125","E00152125",303,303,0
"2021","E00152126","E00152126",325,325,0
"2021","E00152127","E00152127",266,262,4
"2021","E00168395","E00168395",229,229,0
"2021","E00168396","E00168396",332,329,3
"2021","E00151964","E00151964",364,364,0
"2021","E00151967","E00151967",519,519,0
"2021","E00151968","E00151968",261,261,0
"2021","E00151980","E00151980",279,279,0
"2021","E00180687","E00180687",267,267,0
"2021","E00180701","E00180701",106,106,0
"2021","E00180724","E00180724",532,532,0
"2021","E00151972","E00151972",184,184,0
"2021","E00151976","E00151976",204,204,0
"2021","E00151977","E00151977",244,220,24
"2021","E00151978","E00151978",240,240,0
"2021","E00151982","E00151982",259,259,0
"2021","E00168411","E00168411",245,245,0
"2021","E00151961","E00151961",396,396,0
"2021","E00151962","E00151962",374,374,0
"2021","E00151973","E00151973",299,299,0
"2021","E00151974","E00151974",421,421,0
"2021","E00151971","E00151971",279,279,0
"2021","E00151979","E00151979",362,362,0
"2021","E00151984","E00151984",273,273,0
"2021","E00151985","E00151985",355,355,0
"2021","E00151986","E00151986",221,221,0
"2021","E00151988","E00151988",248,248,0
"2021","E00152062","E00152062",339,339,0
"2021","E00152064","E00152064",279,279,0
"2021","E00152067","E00152067",290,290,0
"2021","E00152080","E00152080",236,236,0
"2021","E00152081","E00152081",241,241,0
"2021","E00151963","E00151963",210,210,0
"2021","E00151965","E00151965",200,200,0
"2021","E00151975","E00151975",245,245,0
"2021","E00151981","E00151981",240,240,0
"2021","E00151983","E00151983",245,245,0
"2021","E00151987","E00151987",282,282,0
"2021","E00152022","E00152022",318,318,0
"2021","E00152025","E00152025",315,315,0
"2021","E00152026","E00152026",273,273,0
"2021","E00152027","E00152027",249,249,0
"2021","E00152029","E00152029",359,359,0
"2021","E00152013","E00152013",506,506,0
"2021","E00152024","E00152024",306,306,0
"2021","E00152028","E00152028",265,265,0
"2021","E00152030","E00152030",258,258,0
"2021","E00152031","E00152031",264,264,0
"2021","E00152017","E00152017",336,336,0
"2021","E00152018","E00152018",288,288,0
"2021","E00152019","E00152019",344,344,0
"2021","E00152020","E00152020",324,324,0
"2021","E00152021","E00152021",333,333,0
"2021","E00152075","E00152075",298,298,0
"2021","E00152076","E00152076",288,288,0
"2021","E00152077","E00152077",321,321,0
"2021","E00152078","E00152078",276,276,0
"2021","E00152011","E00152011",327,327,0
"2021","E00152014","E00152014",495,495,0
"2021","E00152016","E00152016",208,208,0
"2021","E00152032","E00152032",584,584,0
"2021","E00152042","E00152042",418,418,0
"2021","E00152051","E00152051",236,236,0
"2021","E00152052","E00152052",236,236,0
"2021","E00152054","E00152054",229,229,0
"2021","E00152055","E00152055",200,200,0
"2021","E00152056","E00152056",205,205,0
"2021","E00152034","E00152034",353,353,0
"2021","E00152040","E00152040",205,205,0
"2021","E00152043","E00152043",147,146,1
"2021","E00152047","E00152047",162,162,0
"2021","E00152048","E00152048",246,246,0
"2021","E00152049","E00152049",242,242,0
"2021","E00152050","E00152050",184,184,0
"2021","E00152053","E00152053",254,254,0
"2021","E00168403","E00168403",263,263,0
"2021","E00168404","E00168404",206,206,0
"2021","E00168409","E00168409",162,162,0
"2021","E00168410","E00168410",250,250,0
"2021","E00151991","E00151991",313,313,0
"2021","E00151992","E00151992",306,306,0
"2021","E00152009","E00152009",328,328,0
"2021","E00152010","E00152010",309,309,0
"2021","E00151989","E00151989",278,278,0
"2021","E00151999","E00151999",454,454,0
"2021","E00152002","E00152002",401,401,0
"2021","E00152003","E00152003",264,264,0
"2021","E00152007","E00152007",332,332,0
"2021","E00151990","E00151990",378,378,0
"2021","E00151994","E00151994",322,320,2
"2021","E00151997","E00151997",401,401,0
"2021","E00152000","E00152000",390,315,75
"2021","E00151993","E00151993",258,258,0
"2021","E00151995","E00151995",309,309,0
"2021","E00151996","E00151996",314,314,0
"2021","E00151998","E00151998",387,387,0
"2021","E00152012","E00152012",281,281,0
"2021","E00152015","E00152015",329,329,0
"2021","E00152023","E00152023",268,268,0
"2021","E00152033","E00152033",279,279,0
"2021","E00152060","E00152060",340,340,0
"2021","E00152065","E00152065",333,333,0
"2021","E00152066","E00152066",324,324,0
"2021","E00152068","E00152068",357,357,0
"2021","E00152061","E00152061",325,325,0
"2021","E00152070","E00152070",333,333,0
"2021","E00152071","E00152071",298,298,0
"2021","E00152073","E00152073",287,287,0
"2021","E00152063","E00152063",298,298,0
"2021","E00152069","E00152069",423,423,0
"2021","E00152072","E00152072",427,425,2
"2021","E00152074","E00152074",298,297,1
"2021","E00152079","E00152079",338,338,0
"2021","E00152082","E00152082",219,219,0
"2021","E00152083","E00152083",258,258,0
"2021","E00152084","E00152084",252,252,0
"2021","E00152134","E00152134",286,286,0
"2021","E00152136","E00152136",220,220,0
"2021","E00152138","E00152138",331,323,8
"2021","E00152139","E00152139",307,307,0
"2021","E00152151","E00152151",313,313,0
"2021","E00152152","E00152152",285,285,0
"2021","E00152132","E00152132",361,361,0
"2021","E00152140","E00152140",267,267,0
"2021","E00152144","E00152144",408,408,0
"2021","E00152146","E00152146",469,465,4
"2021","E00152137","E00152137",274,274,0
"2021","E00152141","E00152141",284,284,0
"2021","E00152143","E00152143",285,285,0
"2021","E00152145","E00152145",245,245,0
"2021","E00152147","E00152147",342,342,0
"2021","E00152142","E00152142",367,367,0
"2021","E00152148","E00152148",373,373,0
"2021","E00152149","E00152149",393,393,0
"2021","E00152150","E00152150",339,339,0
"2021","E00152129","E00152129",299,299,0
"2021","E00152130","E00152130",300,300,0
"2021","E00152131","E00152131",302,302,0
"2021","E00152133","E00152133",297,297,0
"2021","E00152135","E00152135",276,276,0
"2021","E00152179","E00152179",296,296,0
"2021","E00152184","E00152184",323,323,0
"2021","E00152186","E00152186",404,404,0
"2021","E00152192","E00152192",297,297,0
"2021","E00152193","E00152193",283,283,0
"2021","E00152153","E00152153",272,272,0
"2021","E00152157","E00152157",353,353,0
"2021","E00152158","E00152158",334,334,0
"2021","E00152159","E00152159",360,360,0
"2021","E00152160","E00152160",266,266,0
"2021","E00152162","E00152162",287,287,0
"2021","E00152164","E00152164",290,290,0
"2021","E00180657","E00180657",487,487,0
"2021","E00152165","E00152165",377,377,0
"2021","E00152166","E00152166",503,503,0
"2021","E00152167","E00152167",413,413,0
"2021","E00152155","E00152155",430,430,0
"2021","E00152168","E00152168",439,439,0
"2021","E00152169","E00152169",173,173,0
"2021","E00152170","E00152170",219,219,0
"2021","E00152171","E00152171",248,248,0
"2021","E00152172","E00152172",301,301,0
"2021","E00152154","E00152154",373,373,0
"2021","E00152156","E00152156",432,432,0
"2021","E00152173","E00152173",226,212,14
"2021","E00152174","E00152174",554,554,0
"2021","E00152001","E00152001",362,362,0
"2021","E00152005","E00152005",284,284,0
"2021","E00152006","E00152006",283,283,0
"2021","E00152008","E00152008",342,342,0
"2021","E00168399","E00168399",446,446,0
"2021","E00168400","E00168400",219,219,0
"2021","E00168402","E00168402",229,229,0
"2021","E00152185","E00152185",361,361,0
"2021","E00152188","E00152188",348,348,0
"2021","E00152190","E00152190",286,286,0
"2021","E00152194","E00152194",214,214,0
"2021","E00152195","E00152195",266,266,0
"2021","E00152196","E00152196",152,152,0
"2021","E00152175","E00152175",494,494,0
"2021","E00152176","E00152176",291,291,0
"2021","E00152197","E00152197",290,290,0
"2021","E00152198","E00152198",299,299,0
"2021","E00152177","E00152177",475,475,0
